职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模
数据开发工程师,1.3万-2万,上海-黄浦区,1-3年,大专,"['模型设计', 'ETL', '运维', 'SQL']",原子猫科技(北京)有限公司,民营 ,20-99人 
行业政策分析经理,1.8万-2.8万,上海-浦东新区,3-5年,本科,"['行业研究', '竞品分析', '市场研究', '用户调研', '用户分析', '市场信息收集']",隆基股份,股份制企业 ,10000人以上 
BI工程师,2.5万-5万,上海,3-5年,本科,"['BI', 'ETL', '数据分析', 'Tableau', 'Java']",国药控股股份有限公司,国企 ,10000人以上 
模型分析师,1.7万-2.5万,上海-嘉定区,3-5年,本科,"['Python', 'SQL', 'SAS', '模型研究', '风险监控', 'R', '多元统计分析', '聚类分析']",上海骅众信息技术有限公司,民营 ,100-299人 
Data Scientist 数据科学家,面议,上海-杨浦区,5-10年,硕士,"['数据分析', 'TensorFlow', 'Python', '轨道交通', '数据结构', '需求分析']",西门子(中国)有限公司,外商独资 ,10000人以上 
大数据分析师,面议,上海-浦东新区,3-5年,本科,['Java'],中软国际,上市公司 ,10000人以上 
KA销售助理,6千-9千,上海-虹口区,1-3年,大专,['销售业务数据'],和黄商贸,外商独资 ,1000-9999人 
数据治理工程师-外企福利待遇好,1.7万-2.8万,上海-黄浦区,3-5年,本科,"['数据治理', '数据库', '数据架构', '数据迁移']",高新人(大连)品牌管理有限公司,民营 ,300-499人 
房地产市场研展策划,1.2万-2万,上海,1-3年,本科,"['策划', '市场营销', '数据统计分析']",上海悦家资产管理有限公司,民营 ,20-99人 
数据分析师,面议,上海-闵行区,3-5年,大专,"['BI', '埋点设计', '报表开发', 'Tableau', 'FINEBI', 'HYPERS', '数据分析', 'excel']",文思海辉技术有限公司 Pactera Technology International Limited,国企 ,10000人以上 
数据分析与应用岗G01847,1.2万-1.4万,上海-青浦区,3-5年,本科,"['SAS', 'SPSS', 'Python', 'R']",东浩人力资源,国企 ,100-299人 
AD规划分析主管,8千-1万,上海,不限,学历不限,"['Power BI', 'Tableau', 'SPSS']",上海锐力健身装备有限公司,合资 ,1000-9999人 
互联网模式+数据分析师+带薪培训+保障薪资8K,6千-1.2万,上海-闵行区,不限,本科,"['营销方向', '市场方向', '销售方向', '运营方向', '店长方向', '管培生', '储备干部']",上海链家地产,民营 ,10000人以上 
贝壳科技管培生-住宿方案 保障8K+置业顾问 数据分析运营,8千-1.6万,上海-闵行区,不限,本科,"['学习能力', '互联网', '置业顾问', '数据管理']",上海链家地产,民营 ,10000人以上 
Qlik view Support analyst/Qlik视图支持分析师,2.3万-3万,上海-静安区,不限,大专,['QLIKVIEW'],高新人(大连)品牌管理有限公司,民营 ,300-499人 
高级大数据开发工程师,1.8万-2.5万,上海-黄浦区,5-10年,本科,"['Spark', 'Hadoop', 'HIVE']",恒温科技(海南)有限公司,民营 ,100-299人 
Senior Statistical Programmer Analyst,面议,上海-徐汇区,3-5年,本科,"['Python', 'R语言', 'SAS']",强生中国,外商独资 ,10000人以上 
Jr. Analyst / Jr. Consultant ID89404,8千-1.2万,上海-黄浦区,不限,学历不限,['分析师/顾问'],菁淼(上海)管理咨询有限公司,外商独资 ,20-99人 
省区管培生（地点：全国；培养定位为中高层管理干部）（项目跟进、数据分析）,6千-1万,上海,不限,本科,"['物流方向', '职能方向', '运营方向']",韵达快递,上市公司 ,10000人以上 
风险研究员（上海）,8千-1.2万,上海-长宁区,1-3年,本科,['数据分析'],仲利国际租赁,外商独资 ,1000-9999人 
CRM专员,7千-1万,上海-浦东新区,1-3年,大专,['客户系统管理'],万宝盛华企业管理咨询(上海)有限公司浦东分公司,合资 ,1000-9999人 
员工报销大数据分析 Sr. Travel&Expense Data Analyst,面议,上海-徐汇区,5-10年,本科,"['内部审计', '数据分析']",罗克韦尔自动化（中国）有限公司,外商独资 ,1000-9999人 
信息专员(信息中心),7千-1万,上海-静安区,不限,大专,['市场信息收集'],上海克而瑞信息技术有限公司,外商独资 ,1000-9999人 
链家招聘+销售底薪8K+线上数据分析,1.1万-1.9万,上海,不限,本科,"['O2O', '房地产', '物业服务', '电销', '面销', '网络销售', '渠道销售', '个人客户']",上海链家地产,民营 ,10000人以上 
数据开发工程师,1万-1.5万,上海-杨浦区,1-3年,大专,"['ETL', 'FineReport', 'FINEBI', 'BI报表开发', 'SQL', 'Kettle']",上海三高计算机中心股份有限公司,股份制企业 ,300-499人 
中级数据分析师(J10734),8千-1万,上海-静安区,1-3年,本科,"['数据分析', 'Python', 'SPSS', 'SAS', 'Tableau']",特朗思大宇宙,外商独资 ,1000-9999人 
BI业务分析师SSE/PM工程师(142628) 日语英语必须,1.5万-3万,上海-徐汇区,5-10年,本科,"['Java', 'Python', '数据挖掘', '数据采集', 'SQLServer', 'PostgreSQL']",上海艾杰飞人力资源有限公司,外商独资 ,100-299人 
BI数据高级工程师,2.2万-3万,上海-闵行区,5-10年,本科,"['Python', 'SQL']",晶科能源股份有限公司,上市公司 ,10000人以上 
SAS程序员-上海-复宏汉霖,1.4万-2.4万,上海-徐汇区,1-3年,本科,"['SAS', '临床数据分析', 'CRO', '临床试验']",临英汇(上海)医药研究开发有限公司,合资 ,300-499人 
business analyst,1.5万-2万,上海,1-3年,本科,"['SQL', 'Python', '回归分析', 'MARKET RESEARCH', '英文流利']",外企德科,合资 ,1000-9999人 
大数据开发工程师,1.3万-1.8万,上海-徐汇区,3-5年,本科,"['HDFS', 'Python', 'HIVE', 'Spark', 'SparkSQL', 'ETL', 'BI', 'SQL']",博彦科技,上市公司 ,10000人以上 
SAS编程经理,2.5万-3.5万,上海-徐汇区,5-10年,本科,"['生物工程', 'CRO', '临床数据分析', 'SAS']",临英汇(上海)医药研究开发有限公司,合资 ,300-499人 
大数据开发工程师,1.8万-2.2万,上海-嘉定区,5-10年,本科,"['Hadoop', 'Spark', 'Storm', 'SQL', '实时开发']",法本信息,上市公司 ,1000-9999人 
需求分析师（数据仓库方向）,1万-1.5万,上海,1-3年,大专,"['SQL', '报表需求分析', '数据需求分析', '需求调研', '需求管理', '系统分析', '软件需求分析']",口袋云,民营 ,100-299人 
BI实施项目经理,1.5万-2万,上海-浦东新区,3-5年,大专,"['BI实施', '数据分析', '数据仓库', 'BI报表工具搭建', 'PC 端、移动端、大屏可视化分析']",申能集团,国企 ,500-999人 
大数据开发工程师,1.4万-2万,上海-浦东新区,3-5年,大专,"['Java', 'Hadoop']",深圳市睿服科技有限公司,股份制企业 ,1000-9999人 
商务主管,1万-1.5万,上海-松江区,3-5年,大专,"['统计学', '销售业务数据', '数据分析', '商务', '商务主管', '销售数据']",中来智联能源工程有限公司,上市公司 ,10000人以上 
销售分析专员,6千-9千,上海-闵行区,1-3年,大专,['销售业务数据'],旺旺集团,上市公司 ,10000人以上 
数据分析经理,1.2万-2.4万,上海-金山区,5-10年,本科,"['Python', 'SQL']",宏信建发,合资 ,1000-9999人 
大数据开发工程师 (MJ000509),1万-1.8万,上海,1-3年,本科,"['Java', 'SQL', 'Python', 'Hadoop', 'Spark', 'Scala', 'Hbase', 'HIVE']",首旅如家酒店集团,国企 ,10000人以上 
数据分析师（酒店开发加盟） (MJ000502),6千-1万,上海,1-3年,本科,['数据分析'],首旅如家酒店集团,国企 ,10000人以上 
数据分析课程/培训招生,1.5万-3万,上海-青浦区,不限,大专,"['数据分析', '数据采集', 'Python', 'NumPy', '爬虫', '大数据分析', '机器学习', 'Linux']",智联猎头,上市公司 ,1000-9999人 
PMO-Data,1.4万-2万,上海-闵行区,5-10年,本科,"['数据仓库', 'ETL', '架构设计', '数据分析', 'Java', 'Python', 'R语言']",欧立腾(北京)技术咨询有限公司上海分公司,外商独资 ,1000-9999人 
临床数据管理经理/高级经理,1.8万-2.5万,上海,3-5年,本科,"['生物统计学', '数据库构建', '医学', '药物研究']",上海嘉坦医药科技有限公司,民营 ,20-99人 
阿里银行数据分析师 /管理岗,1.5万-3万,上海-闵行区,不限,本科,"['阿里银行数据分析师', '京东数坊', '抖音巨量云图', '快手磁力方舟', '生意参谋', 'Power-BI']",山东世纪舜风广告传媒有限公司,民营 ,300-499人 
Data Analysis数据分析专员,8千-1万,上海,1-3年,本科,['数据统计分析'],上海沣海智能科技有限公司,合资 ,100-299人 
商业分析专家-内容策略分析,面议,上海-长宁区,3-5年,本科,[],北京三快在线科技有限公司,上市公司 ,1000-9999人 
电商市场策略分析师,1.1万-1.5万,上海-静安区,1-3年,本科,"['数据分析', '数据银行', '策略中心', '品牌诊断']",新略数智(杭州)科技有限公司,民营 ,20-99人 
技术管理人员内勤人员,8千-1万,上海-浦东新区,不限,本科,"['数据分析', 'Python', '需求分析']",中国大地财产保险股份有限公司,国企 ,10000人以上 
Junior Data Engineer(Contractor),1万-1.5万,上海-徐汇区,1-3年,本科,"['Python', 'SQL', 'Hadoop', 'Tableau']",艾利安人才服务（上海）有限公司,合资 ,100-299人 
运营专员/专家,8千-1.6万,上海,不限,本科,"['SQL', 'Python']",上海我爱我家,上市公司 ,10000人以上 
客服数据分析专员-上海,7千-1万,上海-浦东新区,1-3年,大专,"['售前客服', '售后客服', '普通话标准流利', '危机客诉处理经验', '电话客服', '含销售性质']",信也科技,民营 ,1000-9999人 
数据分析师,1.5万-1.6万,上海-虹口区,3-5年,本科,"['Python', 'R']",大连斯锐信息技术有限公司,民营 ,1000-9999人 
AI策略管理主管,2万-2.5万,上海-浦东新区,1-3年,大专,"['SQL', 'Python', '银行数据分析', '贷款数据分析', '资产管理数据分析']",南昌传发金融信息服务有限公司,民营 ,1000-9999人 
医学统计师,1.1万-1.5万,上海-长宁区,1-3年,硕士,"['生物工程', '临床数据分析']",北京洞察力科技股份有限公司,民营 ,100-299人 
金融量化工程师,3万-6万,上海-徐汇区,3-5年,本科,"['金融', '量化分析', '证券从业资格证', '基金从业资格证', '证券数据分析', '特许金融分析师三级', '特许金融分析师一级', '特许金融分析师二级']",蓝泉(徐州)信息科技有限公司,民营 ,100-299人 
高级数据管理员,1万-1.5万,上海-浦东新区,3-5年,本科,"['医学', 'CRF设计']",凯莱英生命科学技术（天津）有限公司,合资 ,1000-9999人 
CRM分析师,1万-1.7万,上海,3-5年,本科,['数据运营'],上汽通用汽车金融,合资 ,500-999人 
策略分析师,1.8万-3万,上海-浦东新区,3-5年,本科,"['数据分析', '数据清洗', '决策树', '政策分析', '商业经验分析']",新大陆科技集团有限公司,上市公司 ,1000-9999人 
大数据开发工程师,1.6万-1.8万,上海-浦东新区,3-5年,本科,"['Hive', 'Hadoop', 'MySQL', 'Java', 'Flink', 'Python', 'SmartBl', 'FineReport (帆软)']",博彦集智科技有限公司,股份制企业 ,10000人以上 
国债期货分析师 (MJ001139),1万-2万,上海-黄浦区,1-3年,硕士,"['模型搭建', '宏观分析']",上海东证期货有限公司,国企 ,500-999人 
线上作业+互联网进客+数据化分析+薪资保障,1.3万-2.6万,上海-徐汇区,不限,本科,"['置业顾问', '商务谈判', '金融', '房屋租赁', '别墅销售', '海外房产销售', '二手房销售', '新房销售']",上海链家地产,民营 ,10000人以上 
统计师,9千-1.5万,上海-徐汇区,1-3年,硕士,"['SAS', '英语', 'SAP', '生物统计学', '流行病学', '生物医疗']",圣方(上海)医药研发有限公司,合资 ,300-499人 
能力建设岗,1万-1.5万,上海-浦东新区,1-3年,本科,"['数据分析', 'SQL', '数据监测', '业务端']",智联猎头,上市公司 ,1000-9999人 
业务数字化工程师（SH-EH）,1.1万-2.2万,上海,1-3年,本科,"['Java', 'Python', 'Hadoop', 'Power BI', 'WEB', 'Vue', 'react', 'angular']",联合汽车电子有限公司（UAES）,合资 ,1000-9999人 
sas程序员,1.3万-1.8万,上海-徐汇区,1-3年,本科,['SAS'],临英汇(上海)医药研究开发有限公司,合资 ,300-499人 
数据库工程师（中国电信/理想集团）,1.5万-2.5万,上海-浦东新区,3-5年,大专,"['CISA、CISSP、', 'CISP、CISAW']",上海金亥通信设备有限公司,合资 ,100-299人 
销售数据运营,8千-1万,上海-徐汇区,不限,本科,"['Tableau', 'SQL', '销售数据运营管理', 'Power-BI', '医疗健康', '英语可作为工作语言', '管理咨询工作经验', '数学/统计学专业']",万宝盛华企业管理咨询(上海)有限公司武汉分公司,上市公司 ,500-999人 
统计师,2万-4万,上海-浦东新区,3-5年,硕士,"['SAS', '生物统计']",安拓奥古(北京)人力资源服务有限公司,合资 ,300-499人 
（SFDC Mgr）Salesforce相关岗位,2万-3万,上海-浦东新区,不限,本科,"['需求分析', '商业分析', 'Python', 'SPS']",日通(大连)科技有限公司,民营 ,20-99人 
南京南路-美妆BA,1.7万-2万,上海-静安区,3-5年,本科,"['数据仓库', 'Power BI', 'MySQL', '数据可视化']",上海得逸信息技术有限公司,民营 ,1000-9999人 
月薪8000+高提成，高学历，高颜值，团队95后,8千-1.6万,上海-闵行区,不限,本科,"['回归分析', '决策树', '因子分析', '方差分析', '参数检验', '信度分析', '效度分析', '相关分析']",上海链家地产,民营 ,10000人以上 
数据分析开发工程师,1.5万-2.2万,上海-浦东新区,3-5年,本科,"['数据分析开发', '业务数据分析', '业务场景策略模型']",博彦科技,上市公司 ,10000人以上 
12511O-稽核专员（上海，数据分析方向）,面议,上海,3-5年,本科,[],中国平安,上市公司 ,10000人以上 
新品类研究经理(J10846),2.1万-3.5万,上海-松江区,不限,学历不限,"['行业研究', '竞品分析', '市场研究', '用户调研', '用户分析']",浙江一鸣食品股份有限公司,股份制企业 ,1000-9999人 
数据分析师,2万-3万,上海-静安区,3-5年,本科,['SQL'],卓一嘉越管理咨询(连云港)有限公司,股份制企业 ,20-99人 
高级市场研究员(J10024),1万-1.5万,上海-松江区,1-3年,本科,"['市场研究', '行业调研']",天臣集团,股份制企业 ,100-299人 
市场情报主管,1.5万-3万,上海-闵行区,5-10年,本科,"['行业研究', '市场研究', '用户调研']",商络电子,民营 ,500-999人 
SFE助理（外资知名药企contract）,8千-1.3万,上海-静安区,1-3年,本科,"['数据分析', '销售业务数据', '统计学']",科锐国际,合资 ,1000-9999人 
贷后数据分析经理,2万-4万,上海-浦东新区,3-5年,本科,"['数据分析', '金融', '风险分析', '银行数据分析', '政策分析']",南昌传发金融信息服务有限公司,民营 ,1000-9999人 
营销企划主管,1.2万-1.5万,上海,3-5年,本科,['数据分析'],招商信诺,合资 ,1000-9999人 
Python大数据分析特训营课程上海/培训招生,8千-1.2万,上海-黄浦区,不限,大专,"['CAD', 'UG', 'CAXA', 'Ansoft', 'Nastran', 'SolidWorks', '初级电气工程师']",51Testing,民营 ,100-299人 
数据开发工程师,1.5万-2.5万,上海-浦东新区,3-5年,本科,"['数据清洗', '报表开发', '数仓开发', '数据建模', '数据迁移', 'ETL开发']",博彦科技,上市公司 ,10000人以上 
